project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
FIFTH AVENUE CONDOMINIUM,2 FIFTH AVENUE FIFTH AVENUE CONDOMINIUM SINGAPORE 268800,20973.99127104302,21014.198944399734,private,103.79582246193667,1.3299055751248463
LANDED HOUSING DEVELOPMENT in JALAN NOVENA SELATAN,4 JALAN NOVENA SELATAN SINGAPORE 308585,15992.892047978676,15992.892047978676,private,103.8433700396459,1.322824935396916
LANDED HOUSING DEVELOPMENT in PROME ROAD,23 PROME ROAD SINGAPORE 328331,23529.411764705885,24121.407493946186,private,103.84909442679412,1.3247417406706865
LANDED HOUSING DEVELOPMENT in SIME ROAD,12G SIME ROAD SINGAPORE 288294,20412.03217710423,18678.548765548127,private,103.81935441113686,1.3369910749958944
LANDED HOUSING DEVELOPMENT in MOONBEAM WALK,28 MOONBEAM WALK SINGAPORE 277245,14578.02066992634,14578.02066992634,private,103.78083294378575,1.3182591616720802
SIMS DORADO,11 LORONG 39 GEYLANG SIMS DORADO SINGAPORE 387869,12247.448979591838,12795.209750566893,private,103.89033897301606,1.315779947946129
LANDED HOUSING DEVELOPMENT in KING'S CLOSE,54 KING'S CLOSE KING'S GARDEN SINGAPORE 268206,21001.615508885297,23146.572954345014,private,103.80314256359208,1.3178483471029883
THE PATERSON,63 PATERSON ROAD THE PATERSON SINGAPORE 238539,24877.04918032787,24770.424149790393,private,103.83058788955157,1.3004672221646327
MOUNT SOPHIA SUITES,95 SOPHIA ROAD MOUNT SOPHIA SUITES SINGAPORE 228163,19531.47699757869,19440.08506518283,private,103.84684199763495,1.3020393928839729
SANNY PARK,26 MERRYN AVENUE SANNY PARK SINGAPORE 298600,24904.214559386975,26687.224568123405,private,103.82600955105039,1.325344718309066
RESIDENCES @ NOVENA,22 JALAN NOVENA RESIDENCES @ NOVENA SINGAPORE 308681,17303.362881665962,17303.362881665962,private,103.84310409115062,1.3229520316202965
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,12313.829787234043,12313.829787234043,private,103.85664721636182,1.309279380174732
CASA AERATA,9 LORONG 26 GEYLANG CASA AERATA SINGAPORE 398484,14622.222222222223,14837.66489027813,private,103.88503309051345,1.3123239379491538
GILSTEAD BROOKS,52 GILSTEAD ROAD GILSTEAD COURT SINGAPORE 309097,12153.870007442321,12329.732010024256,private,103.83829917447339,1.3184306440738054
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,19334.862385321103,19334.862385321103,private,103.84300367654927,1.313092720124303
MOONSTONE ROYALE,36 MOONSTONE LANE MOONSTONE ROYALE SINGAPORE 328468,13065.646464646465,13240.28243978244,private,103.86608862280522,1.32785789083079
JERVOISVILLE,37D JERVOIS ROAD JERVOISVILLE SINGAPORE 249024,25396.825396825396,23536.258257412104,private,103.82261257008005,1.2948160203972092
LANDED HOUSING DEVELOPMENT in GREENLEAF VIEW,GREENLEAF VIEW,14496.573537163944,14496.573537163944,private,103.78549144191099,1.3219571839150293
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,21850.899742930593,21850.899742930593,private,103.84679158240375,1.3142685850295743
VILLE ROYALE,312 RIVER VALLEY ROAD VILLE ROYALE SINGAPORE 238352,19421.383647798742,19421.383647798742,private,103.84145161369044,1.2963242559401997
VENTURA HEIGHTS,71H JALAN LIM TAI SEE VENTURA HEIGHTS SINGAPORE 266277,8157.039489820947,8007.320208737392,private,103.79181114814044,1.321111106189148
28 SHELFORD,28 SHELFORD ROAD 28 SHELFORD SINGAPORE 288422,18847.84075573549,19090.58704453441,private,103.81176916859799,1.3289934750665384
PARC SOMME,62 SOMME ROAD PARC SOMME SINGAPORE 207877,17053.030303030304,16174.892530376224,private,103.8585990244525,1.311356884146468
NOMU,20 HANDY ROAD NOMU SINGAPORE 229236,26589.147286821706,25545.56494674745,private,103.84696252647427,1.2998093200482166
LANDED HOUSING DEVELOPMENT in LUTHERAN ROAD,4 LUTHERAN ROAD SINGAPORE 267752,26032.13341468375,23699.46433810814,private,103.81019682451424,1.3219815686552987
WARNER COURT,110 HOLLAND AVENUE WARNER COURT SINGAPORE 278966,19515.780445969125,19861.522184243644,private,103.79633068397884,1.3099639321130523
CITY SUITES,235 BALESTIER ROAD CITY SUITES SINGAPORE 329699,12851.870576339737,14301.49784953519,private,103.85217945611555,1.321291434247589
JADE GARDEN,33 KANG CHOO BIN WALK JADE VINE GARDENS SINGAPORE 548253,16525.42372881356,16198.852582706799,private,103.82820055421381,1.3175704047347883
DAISY LODGE,3 DAISY ROAD DAISY LODGE SINGAPORE 359426,11870.201771653543,11870.201771653543,private,103.86752673429437,1.3444384296668226
RV SUITES,396 RIVER VALLEY ROAD RV SUITES SINGAPORE 248289,19791.666666666668,19997.10571021967,private,103.8294069383156,1.2956052030549179
FERN LODGE,7 LORONG 4 GEYLANG FERN LODGE SINGAPORE 399266,9044.050343249428,9044.050343249428,private,103.87606824824275,1.311115806959882
THE TRIZON,8 RIDGEWOOD CLOSE THE TRIZON SINGAPORE 276698,19204.545454545456,19799.514761514823,private,103.77772068838897,1.317407577680385
NOMA,335 GUILLEMARD ROAD NOMA SINGAPORE 399759,17514.285714285714,17670.738809472197,private,103.88550612982456,1.3114552297749607
NEW FUTURA,18 LEONIE HILL ROAD NEW FUTURA SINGAPORE 239199,43568.62745098039,44620.16449322951,private,103.83406644937916,1.2981244455442262
LANDED HOUSING DEVELOPMENT in MOUNT SINAI WALK,12 MOUNT SINAI WALK MOUNT SINAI SINGAPORE 276787,19077.90143084261,19077.90143084261,private,103.78048804198544,1.3178115494844032
LANDED HOUSING DEVELOPMENT in MATLOCK RISE,23 MATLOCK RISE SINGAPORE 358558,16531.57897011599,16971.330106856178,private,103.8632194096252,1.3484522213429297
CALIN MANSIONS,30 LORONG 33 GEYLANG CALIN MANSIONS SINGAPORE 387987,8814.102564102564,8814.102564102564,private,103.88797546910337,1.315524963748326
LANDED HOUSING DEVELOPMENT in MAPLE LANE,15 MAPLE LANE EDEN PARK SINGAPORE 277554,18057.455540355677,18057.455540355677,private,103.79249037942523,1.3306206810243957
PINNACLE 16,16 SHAN ROAD PINNACLE 16 SINGAPORE 328107,16296.296296296296,16367.519578671177,private,103.84622252587413,1.324497216738014
LANDED HOUSING DEVELOPMENT in LERMIT ROAD,4A LERMIT ROAD SINGAPORE 258637,21528.40592280528,21528.40592280528,private,103.81848628362422,1.3108187164224099
GOODWOOD GARDENS,4 BALMORAL CRESCENT GOODWOOD GARDENS SINGAPORE 259889,24039.408866995072,24885.749293591056,private,103.83417822312785,1.3146621503363243
M21,21 MANDALAY ROAD M21 SINGAPORE 308208,17159.090909090908,16895.427708797473,private,103.84889114643212,1.322522207591103
PARC HAVEN,16 LORONG LIMAU PARC HAVEN SINGAPORE 328743,14320.3125,14169.82552426559,private,103.85473631147904,1.3239360243950002
VICTORIA PARK VILLAS,102 VICTORIA PARK GROVE VICTORIA PARK VILLAS SINGAPORE 266185,24313.39630895097,23950.43006465296,private,103.80248622870937,1.3219751401024016
IDYLLIC SUITES,21 LORONG 30 GEYLANG IDYLLIC SUITES SINGAPORE 398353,14400.0,14569.59757319896,private,103.88649762573934,1.3128508091532831
RESIDENTIAL APARTMENTS,233 TURF CLUB ROAD THE DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 287983,37522.70940101412,37522.70940101412,private,103.79604569497523,1.33109432100926
LA FLEUR,8 LORONG 26 GEYLANG LA FLEUR SINGAPORE 398483,14268.292682926829,14422.719264826681,private,103.88457657516688,1.3124448128037707
REGAL COURT,17 KIM KEAT ROAD REGAL COURT SINGAPORE 328837,12225.380039656313,12552.03460052418,private,103.85285042408583,1.3246721935419015
ORION,6C ORANGE GROVE ROAD ORION SINGAPORE 258333,24067.09956709957,24175.31896472322,private,103.82761667278659,1.3086053558404853
TIARA,1 KIM SENG WALK TIARA SINGAPORE 239403,22714.285714285714,22408.42854000761,private,103.83101238610922,1.295238545698663
BALMORAL HEIGHTS,8 BALMORAL CRESCENT BALMORAL HEIGHTS SINGAPORE 259928,20697.674418604653,21544.147079070215,private,103.83446835659154,1.3151533015522294
8 NAPIER,8 NAPIER ROAD 8 NAPIER SINGAPORE 258502,36248.497284749,36089.03674225152,private,103.82068269952032,1.306910370831745
LANDED HOUSING DEVELOPMENT in SIXTH AVENUE,217 SIXTH AVENUE PALMS @ SIXTH AVENUE SINGAPORE 276678,18791.55825383059,19000.108244814623,private,103.78936820228465,1.3197428870071861
SUNFLOWER COURT,30 LORONG 6 GEYLANG SUNFLOWER COURT SINGAPORE 399182,10454.545454545454,9953.920649796937,private,103.8764021715215,1.3106492724919465
CENTRA RESIDENCE,8 LORONG 7 GEYLANG CENTRA RESIDENCE SINGAPORE 388792,14812.271062271062,14011.464878556524,private,103.8759363213222,1.3128462091561925
CAVENAGH GARDENS,73 CAVENAGH ROAD CAVENAGH GARDENS SINGAPORE 229624,14885.08597883598,14951.035245789952,private,103.84049172754443,1.3055287621297336
LANDED HOUSING DEVELOPMENT in LORNIE ROAD,12U LORNIE ROAD LORNIE 18 SINGAPORE 297730,21584.731997834326,23463.87907028788,private,103.83257460152473,1.3395884745170434
35 GILSTEAD,35 GILSTEAD ROAD 35 GILSTEAD SINGAPORE 309079,27587.301587301587,27292.370209067798,private,103.83795684473623,1.3171102390366747
LADYHILL PARK,92 FERNHILL ROAD LADYHILL PARK SINGAPORE 259132,20008.279287981233,20008.279287981233,private,103.82341557026191,1.3118980362023032
STARVILLE,68 LENGKONG TIGA STARVILLE SINGAPORE 417472,11740.412979351033,12185.425687164066,private,103.91245575476654,1.3284750503694474
SHEARES VILLE,9 HOLT ROAD SHEARES VILLE SINGAPORE 249446,19615.76025496042,19366.65474413446,private,103.82540048490414,1.2933749977440223
CITY PLAZA,810 GEYLANG ROAD DBS CITY PLAZA SINGAPORE 409286,16470.58823529412,16470.58823529412,private,103.89350857340756,1.3147086632395368
THE TENERIFFE,250 LAUREL WOOD AVENUE THE TENERIFFE SINGAPORE 275908,9678.735632183907,9858.421438269297,private,103.79107844109087,1.3265364565401374
PETIT JERVOIS,33 JERVOIS ROAD PETIT JERVOIS SINGAPORE 247657,29128.20512820513,28991.498715282924,private,103.8231180148877,1.292998596051948
LANDED HOUSING DEVELOPMENT in HILLCREST ROAD,167B HILLCREST ROAD HILLCREST PARK SINGAPORE 289039,21519.59683972699,20896.51712370051,private,103.80695867635517,1.3361039816452005
LE CRESCENDO,233 PAYA LEBAR ROAD LE CRESCENDO SINGAPORE 409044,14469.928644240572,14487.839727243732,private,103.888409268738,1.3304971466981648
SAGE,11B NASSIM ROAD SAGE SINGAPORE 258463,33742.33128834356,33414.23137768201,private,103.8241711671104,1.3076792535528072
PARK NOVA,18 TOMLINSON ROAD PARK NOVA SINGAPORE 247858,51117.07317073171,50721.611914832785,private,103.82562900428493,1.3036862120666173
MANSIONS 28,28 LORONG 31 GEYLANG MANSIONS 28 SINGAPORE 388038,8960.0,8960.0,private,103.88717486301245,1.3152570225540032
GALLOP GABLES,82 FARRER ROAD GALLOP GABLES SINGAPORE 268856,20496.45390070922,20257.99736276514,private,103.80755261397387,1.3147965797587762
VOLARI,12 BALMORAL ROAD VOLARI SINGAPORE 259820,23762.37623762376,24045.313470445886,private,103.83292814168634,1.3148900924938518
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,11221.238938053097,10788.366554829592,private,103.85428927502147,1.3159300734439514
CASA IRRAWADDY,61 IRRAWADDY ROAD CASA IRRAWADDY SINGAPORE 329557,17788.919413919415,17193.484377068715,private,103.84606891928134,1.3249371241733574
STEVENS SUITES,2 STEVENS CLOSE STEVENS SUITES SINGAPORE 257940,19320.388349514564,18661.310647854432,private,103.82562418614373,1.3155004738055935
LANDED HOUSING DEVELOPMENT in CHATSWORTH ROAD,16E CHATSWORTH ROAD SINGAPORE 249934,18702.28927864757,18702.28927864757,private,103.81908926003756,1.3002467410537684
TREASURES@G19,33 LORONG 19 GEYLANG TREASURES@G19 SINGAPORE 388502,15986.466165413534,16194.621971595656,private,103.87898672051509,1.3139281583644875
IRIDIUM,11 LINCOLN ROAD IRIDIUM SINGAPORE 308349,19100.0,18871.603370954777,private,103.84264020326361,1.3151381274700893
MACPHERSON GARDEN ESTATE,52 JALAN KEMAJUAN MACPHERSON GARDEN ESTATE SINGAPORE 369000,22546.97286012526,22639.994704526376,private,103.8818752107793,1.3323546886729725
32 GILSTEAD,32 GILSTEAD ROAD 32 GILSTEAD SINGAPORE 309075,36964.654731457806,36854.44769810236,private,103.8391502861235,1.3174270123143934
THE MORNINGTON,16 SAINT MICHAEL'S ROAD THE MORNINGTON SINGAPORE 328005,11526.548672566372,11661.199267622826,private,103.86399359674657,1.326186058604323
ALLAMANDA GROVE,38 ALLAMANDA GROVE ALLAMANDA GROVE SINGAPORE 269981,23935.410117176336,25008.46422295246,private,103.79359350376929,1.3226920030600589
ALEGRIA,323C THOMSON ROAD ALEGRIA SINGAPORE 307669,14161.290322580646,14929.083461341526,private,103.84101806885566,1.324303006097993
SWISS CLUB PARK,11B SWISS CLUB ROAD SWISS CLUB PARK SINGAPORE 288102,15216.768833808275,15947.563126010104,private,103.7903688523231,1.3363327023073006
LANDED HOUSING DEVELOPMENT in ASTRID HILL,8 ASTRID HILL SINGAPORE 269931,21407.53118563712,20530.66331433194,private,103.79116818186343,1.3201806851980311
THE MERASAGA,27 JALAN MERAH SAGA THE MERASAGA SINGAPORE 278106,19047.619047619046,19469.485026818125,private,103.7971283002158,1.311452162423209
RESIDENTIAL APARTMENTS,100 OXLEY RISE HOLLYWOOD APARTMENTS SINGAPORE 238701,16964.285714285714,16568.74039938556,private,103.82250525717043,1.3204582440886
LANDED HOUSING DEVELOPMENT in JALAN KAYU MANIS,11A JALAN KAYU MANIS KIMSIA PARK SINGAPORE 228974,28049.575994781473,28375.73385518591,private,103.83474617238407,1.3049580251827668
CHANCERY PARK,11 CHANCERY LANE CHANCERY PARK SINGAPORE 309502,18115.384615384617,18284.19043336964,private,103.83665326517912,1.3192890782705597
LANDED HOUSING DEVELOPMENT in MAPLE AVENUE,3 MAPLE AVENUE EDEN PARK SINGAPORE 277569,17714.484195901357,17714.484195901357,private,103.79282615307213,1.332042488758395
SMART SUITES,302 SIMS AVENUE SMART SUITES SINGAPORE 387516,15878.684807256235,14819.109592422315,private,103.88405028273914,1.3151444837537538
PADDY GREEN,1 LORONG 12 GEYLANG PADDY GREEN SINGAPORE 398982,10280.30303030303,10281.38528138528,private,103.87839931328588,1.3120786071932828
ONE CLAYMORE,1 CLAYMORE DRIVE EMBASSY OF ROMANIA SINGAPORE 229594,17584.69945355191,19350.554727603907,private,103.82935219305647,1.3075623690151112
WINDY HEIGHTS,86 JALAN DAUD WINDY HEIGHTS SINGAPORE 419594,10913.043478260868,11455.240833803877,private,103.9105765252894,1.3274587161086722
KIM SIA COURT,27 JALAN JINTAN KIM SIA COURT SINGAPORE 229017,22020.20202020202,21926.324295587456,private,103.834933058676,1.3059975582085421
M66,66 MOONSTONE LANE M66 SINGAPORE 328498,14163.04347826087,13549.925927432201,private,103.8644957439311,1.3286652406935935
ENG AUN PARK,30 JALAN NOVENA BARAT ENG AUN PARK SINGAPORE 308615,28088.426527958385,28065.437140258495,private,103.84234635516407,1.3225567482907996
THE SUNFLOWER,10 LORONG 28 GEYLANG THE SUNFLOWER SINGAPORE 398415,10732.19455703532,11062.626359193082,private,103.8853803086946,1.3132828292022394
HORIZON TOWERS,29 LEONIE HILL HORIZON TOWERS SINGAPORE 239228,14612.2190566635,14755.33153190876,private,103.83267778471247,1.297599081865104
LEEDON RESIDENCE,18 LEEDON HEIGHTS LEEDON RESIDENCE SINGAPORE 267938,26497.41315594974,26502.10413683716,private,103.8014524210563,1.3138292114811216
TANGLIN HILL CONDOMINIUM,4 TANGLIN RISE TANGLIN HILL CONDOMINIUM SINGAPORE 247986,19655.172413793105,19934.328358208953,private,103.81788891978654,1.3016570035278214
THE MARQ ON PATERSON HILL,8A PATERSON HILL THE MARQ ON PATERSON HILL SINGAPORE 238568,45183.29489129901,44773.04903057647,private,103.82895249825202,1.30030548061848
MINBU VILLA,56 MINBU ROAD MINBU VILLA SINGAPORE 308185,12442.396313364055,12496.061286383867,private,103.84805925368978,1.3257869801090298
BASSEIN COURT,5 BASSEIN ROAD BASSEIN COURT SINGAPORE 309836,15769.23076923077,15641.02564102564,private,103.84824850012657,1.3227742199033872
THE PRINCETON,2 EWE BOON ROAD THE PRINCETON SINGAPORE 259313,19600.0,19118.60810081008,private,103.83271591553188,1.3166501247733318
LANDED HOUSING DEVELOPMENT in SIANG KUANG AVENUE,SIANG KUANG AVENUE,13678.696158323632,13678.696158323632,private,103.8718340966404,1.3298612820162086
URBANA,1 RIVER VALLEY CLOSE URBANA SINGAPORE 238427,22950.819672131147,23303.330335593855,private,103.83790858680408,1.2951063977269168
PARVIS,18 HOLLAND HILL PARVIS SINGAPORE 278746,22658.227848101265,22639.7377097802,private,103.79988955659073,1.3098519986057857
CHARMING GARDEN,140 KING'S ROAD CHARMING GARDEN SINGAPORE 268157,16568.047337278105,16568.047337278105,private,103.8030216534657,1.3167919049411174
THE WHITLEY RESIDENCES,135L WHITLEY ROAD THE WHITLEY RESIDENCES SINGAPORE 297670,8996.669170231526,8857.970545966433,private,103.83754843983284,1.325528934561578
STUDIO8,8 JALAN AYER STUDIO8 SINGAPORE 389144,15978.72340425532,16451.31142440404,private,103.87302595444464,1.31110937478152
ESTA RUBY,500 GUILLEMARD ROAD ESTA RUBY SINGAPORE 399839,17214.285714285714,16998.36276083467,private,103.8936171788888,1.313900065048537
THE VERMONT ON CAIRNHILL,12B CAIRNHILL RISE THE VERMONT ON CAIRNHILL SINGAPORE 229747,24537.66898063573,24915.825229989394,private,103.8382846680957,1.30899132018011
LANDED HOUSING DEVELOPMENT in JALAN MERLIMAU,10 JALAN MERLIMAU SINGAPORE 308700,17828.773168578995,22168.436577353456,private,103.84059577414672,1.3228733241374628
VALLEY MANSION,66 OXLEY ROAD VALLEY MANSION SINGAPORE 238651,17735.849056603773,17861.635220125787,private,103.84007343060769,1.2961628177748898
VILLAGE TOWER,35 MOUNT SINAI RISE VILLAGE TOWER SINGAPORE 276955,17788.549987896393,17480.217086834735,private,103.77779943777547,1.3150174599292455
ELIZABETH HEIGHTS,57 CAIRNHILL ROAD ELIZABETH HEIGHTS SINGAPORE 229668,19396.55172413793,20017.6304730213,private,103.83648789028585,1.307525584256819
STEVEN'S COURT,88 STEVENS ROAD STEVEN'S COURT SINGAPORE 257865,15037.593984962406,15037.593984962406,private,103.82582193868481,1.3195532511883419
8 RAJA,8 JALAN RAJA UDANG 8 RAJA SINGAPORE 329217,13297.872340425532,13259.33482301888,private,103.84253971377595,1.3272414121594582
LANDED HOUSING DEVELOPMENT in LICHI AVENUE,43 LICHI AVENUE SENNETT ESTATE SINGAPORE 348817,16916.26957113683,17528.931245745407,private,103.8772132935526,1.3332851590865147
THE CHANCERY RESIDENCE,33E CHANCERY LANE THE CHANCERY RESIDENCE SINGAPORE 309555,9404.388714733543,9554.329294211082,private,103.83816650717941,1.3242328020014722
RIVERSHIRE,31 LEONIE HILL RIVERSHIRE SINGAPORE 239229,21898.089171974523,22650.240250307295,private,103.83300571543529,1.296737447620531
BOULEVARD 88,88 ORCHARD BOULEVARD BOULEVARD 88 SINGAPORE 248656,40262.15846994535,41024.16549372047,private,103.82762747150917,1.304954320517613
8 @ MOUNT SOPHIA,8 MOUNT SOPHIA 8 @ MOUNT SOPHIA SINGAPORE 228463,17093.75,16538.739897387528,private,103.84595655726119,1.3009648346284366
LUCKY PLAZA,304 ORCHARD ROAD OCBC LUCKY PLAZA SINGAPORE 238863,21604.938271604937,21468.19416471823,private,103.83400515856071,1.304463789721801
LEIGHWOODS,37 MOUNT SINAI RISE LEIGHWOODS SINGAPORE 276956,16213.59223300971,16189.320388349515,private,103.77725704205653,1.3150328756386385
CRYSTAL DEW,10 GEYLANG EAST AVENUE 1 CRYSTAL DEW SINGAPORE 389781,11733.576642335767,11733.576642335767,private,103.88530586537489,1.316014588452152
AVA TOWERS,10 AVA ROAD AVA TOWERS SINGAPORE 329949,13883.60607400855,14020.412448755456,private,103.85177486509666,1.3222253019123318
LANDED HOUSING DEVELOPMENT in ROBIN CLOSE,ROBIN CLOSE,23717.701504049364,24081.212617239577,private,103.82710759288176,1.3184258746798885
QUBE SUITES,24 JALAN PUNAI QUBE SUITES SINGAPORE 418804,16261.904761904761,16327.08125208125,private,103.90812397542008,1.3298720955120453
WILKIE 48,48 WILKIE ROAD WILKIE 48 SINGAPORE 228059,16506.024096385543,16553.621894987355,private,103.8483682116416,1.3025210321273943
LANDED HOUSING DEVELOPMENT in TREVOSE CRESCENT,64 TREVOSE CRESCENT TREVOSE PARK SINGAPORE 298065,16466.370978114104,16466.370978114104,private,103.82484600843253,1.3240054127900658
SHANGHAI ONE,1 SHANGHAI ROAD SHANGHAI ONE SINGAPORE 248180,19230.10593742301,19253.98886425228,private,103.82754822040066,1.2948480383727963
LANDED HOUSING DEVELOPMENT in LENGKONG SATU,30A LENGKONG SATU SINGAPORE 417507,13630.731102850063,16195.54262287096,private,103.91323195841527,1.327341797997563
